user_id,txn_datetime,txn_category,spend_amount,txn_date
U00059,2025-11-17 15:06:00,Cafe,61,2025-11-17
U00936,2026-01-13 16:53:00,Cafe,59,2026-01-13
U00530,2025-12-15 14:16:00,Cafe,50,2025-12-15
U00323,2025-12-12 20:48:00,Cafe,31,2025-12-12
U00069,2026-01-24 19:06:00,Cafe,34,2026-01-24
U00561,2026-01-31 17:31:00,Merch,39,2026-01-31
U01028,2025-11-26 20:29:00,Cafe,47,2025-11-26
U00188,2025-10-20 14:54:00,Cafe,57,2025-10-20
U00716,2025-12-07 16:18:00,Cafe,45,2025-12-07
U00352,2025-12-25 19:43:00,Cafe,46,2025-12-25
U00554,2026-02-24 20:07:00,Cafe,28,2026-02-24
U00261,2025-11-15 12:48:00,Cafe,69,2025-11-15
U00169,2026-02-06 13:29:00,Merch,57,2026-02-06
U00984,2026-01-27 19:35:00,Cafe,50,2026-01-27
U00542,2026-01-07 17:24:00,Merch,52,2026-01-07
U00036,2025-12-05 17:24:00,Cafe,28,2025-12-05
U01023,2026-01-07 11:12:00,Cafe,29,2026-01-07
U00745,2026-02-11 14:49:00,Merch,75,2026-02-11
U00675,2026-02-14 16:30:00,Cafe,35,2026-02-14
U00245,2026-02-28 14:16:00,Merch,40,2026-02-28
U00562,2026-01-25 19:24:00,Cafe,71,2026-01-25
U00412,2026-02-12 10:47:00,Cafe,48,2026-02-12
U00169,2025-12-30 13:23:00,Cafe,36,2025-12-30
U00335,2025-11-17 14:44:00,Cafe,27,2025-11-17
U01006,2025-10-09 17:54:00,Merch,52,2025-10-09
U00047,2026-02-28 11:01:00,Merch,51,2026-02-28
U00551,2026-01-01 19:27:00,Cafe,52,2026-01-01
U01094,2025-11-01 19:49:00,Merch,26,2025-11-01
U00561,2026-01-27 17:09:00,Cafe,5,2026-01-27
U00438,2026-01-31 10:18:00,Cafe,6,2026-01-31
U01157,2025-11-16 14:51:00,Cafe,47,2025-11-16
U00841,2025-12-29 17:40:00,Cafe,40,2025-12-29
U00355,2026-01-31 18:08:00,Cafe,33,2026-01-31
U00915,2025-12-08 17:53:00,Cafe,22,2025-12-08
U00577,2025-12-25 13:56:00,Cafe,21,2025-12-25
U00568,2025-10-04 19:39:00,Cafe,35,2025-10-04
U00061,2026-01-03 11:35:00,Cafe,21,2026-01-03
U00845,2025-11-26 12:45:00,Cafe,56,2025-11-26
U00173,2026-01-19 14:56:00,Cafe,61,2026-01-19
U00462,2025-11-29 13:09:00,Cafe,63,2025-11-29
U00886,2025-12-01 20:59:00,Cafe,66,2025-12-01
U00384,2025-11-03 20:31:00,Cafe,68,2025-11-03
U00173,2025-12-05 12:34:00,Cafe,45,2025-12-05
U00438,2025-12-26 19:43:00,Merch,61,2025-12-26
U00208,2026-02-14 11:28:00,Cafe,29,2026-02-14
U00129,2025-10-31 12:54:00,Cafe,24,2025-10-31
U01006,2025-12-02 14:57:00,Cafe,61,2025-12-02
U00215,2025-11-24 12:35:00,Cafe,5,2025-11-24
U00316,2025-12-17 14:59:00,Cafe,106,2025-12-17
U00735,2026-01-25 20:37:00,Cafe,44,2026-01-25
U00630,2026-02-28 16:41:00,Cafe,27,2026-02-28
U00066,2026-01-09 13:36:00,Cafe,8,2026-01-09
U01117,2026-01-24 11:11:00,Cafe,51,2026-01-24
U00098,2026-01-14 12:47:00,Merch,53,2026-01-14
U00733,2025-10-26 13:10:00,Cafe,47,2025-10-26
U00435,2025-12-05 15:09:00,Merch,26,2025-12-05
U00232,2026-02-06 18:03:00,Cafe,73,2026-02-06
U00336,2025-10-15 12:29:00,Cafe,34,2025-10-15
U00734,2025-12-12 18:41:00,Cafe,18,2025-12-12
U00072,2026-01-22 13:14:00,Cafe,59,2026-01-22
U00423,2026-01-20 15:20:00,Cafe,40,2026-01-20
U00731,2026-01-23 20:48:00,Merch,46,2026-01-23
U01065,2025-12-21 17:09:00,Cafe,59,2025-12-21
U00437,2025-11-02 15:57:00,Cafe,57,2025-11-02
U00734,2026-01-26 19:56:00,Cafe,47,2026-01-26
U00792,2025-10-29 10:06:00,Cafe,50,2025-10-29
U01116,2025-11-21 11:42:00,Cafe,48,2025-11-21
U00090,2026-01-08 16:43:00,Cafe,48,2026-01-08
U00474,2026-02-16 19:17:00,Cafe,53,2026-02-16
U00337,2026-01-17 20:13:00,Cafe,40,2026-01-17
U00971,2025-12-14 17:58:00,Cafe,79,2025-12-14
U00373,2025-10-26 13:33:00,Cafe,54,2025-10-26
U00841,2025-11-15 13:44:00,Cafe,36,2025-11-15
U00285,2025-12-17 10:52:00,Merch,40,2025-12-17
U00314,2026-02-05 14:53:00,Cafe,71,2026-02-05
U00634,2025-11-03 15:39:00,Merch,38,2025-11-03
U00894,2026-01-08 12:35:00,Cafe,42,2026-01-08
U00694,2025-10-14 12:18:00,Cafe,56,2025-10-14
U00665,2025-12-18 14:42:00,Cafe,42,2025-12-18
U00740,2026-01-30 16:08:00,Cafe,49,2026-01-30
U01134,2025-10-31 10:52:00,Cafe,15,2025-10-31
U00627,2026-01-14 16:04:00,Cafe,32,2026-01-14
U00986,2025-12-31 19:32:00,Cafe,15,2025-12-31
U00663,2025-12-11 16:33:00,Cafe,79,2025-12-11
U00732,2026-01-29 17:31:00,Merch,46,2026-01-29
U00742,2025-12-17 14:35:00,Merch,29,2025-12-17
U00150,2026-01-16 12:04:00,Cafe,77,2026-01-16
U00400,2025-10-01 14:20:00,Cafe,62,2025-10-01
U00466,2026-02-04 10:36:00,Cafe,49,2026-02-04
U00814,2025-10-04 15:26:00,Merch,43,2025-10-04
U00654,2025-10-03 10:21:00,Cafe,48,2025-10-03
U00558,2026-02-10 10:50:00,Cafe,54,2026-02-10
U00717,2025-12-16 14:08:00,Merch,26,2025-12-16
U00840,2025-11-28 11:32:00,Cafe,37,2025-11-28
U00882,2026-02-13 19:32:00,Cafe,18,2026-02-13
U00273,2026-01-02 17:01:00,Merch,49,2026-01-02
U00485,2026-02-04 20:50:00,Cafe,70,2026-02-04
U00094,2025-12-03 16:20:00,Cafe,72,2025-12-03
U00662,2025-12-29 19:52:00,Cafe,24,2025-12-29
U00302,2025-10-29 19:26:00,Cafe,57,2025-10-29
U00555,2025-12-05 18:58:00,Cafe,56,2025-12-05
U00511,2025-10-30 10:43:00,Cafe,41,2025-10-30
U00962,2026-01-28 20:25:00,Merch,64,2026-01-28
U00859,2025-12-25 10:15:00,Merch,56,2025-12-25
U00500,2026-02-09 12:18:00,Cafe,35,2026-02-09
U00078,2025-11-22 15:09:00,Cafe,15,2025-11-22
U00645,2025-11-13 12:22:00,Cafe,22,2025-11-13
U00376,2025-10-17 18:19:00,Cafe,64,2025-10-17
U01178,2026-02-03 13:21:00,Merch,61,2026-02-03
U00860,2025-11-17 11:44:00,Cafe,29,2025-11-17
U00196,2025-12-07 19:11:00,Cafe,51,2025-12-07
U00526,2025-12-04 19:08:00,Cafe,69,2025-12-04
U00741,2025-10-23 18:03:00,Cafe,37,2025-10-23
U00804,2025-12-18 12:44:00,Cafe,16,2025-12-18
U00569,2026-02-19 18:05:00,Cafe,63,2026-02-19
U01158,2026-02-26 18:45:00,Cafe,32,2026-02-26
U01122,2025-11-13 13:23:00,Cafe,41,2025-11-13
U00294,2025-10-24 12:39:00,Merch,65,2025-10-24
U01069,2026-02-08 11:15:00,Cafe,45,2026-02-08
U00435,2025-10-10 15:52:00,Cafe,41,2025-10-10
U00234,2025-11-03 19:32:00,Cafe,11,2025-11-03
U00266,2026-02-20 10:24:00,Cafe,69,2026-02-20
U01031,2025-12-18 19:26:00,Cafe,41,2025-12-18
U01152,2025-10-18 15:15:00,Cafe,23,2025-10-18
U01165,2026-01-07 16:55:00,Merch,57,2026-01-07
U00960,2025-10-21 16:24:00,Cafe,46,2025-10-21
U00316,2026-02-04 18:22:00,Merch,47,2026-02-04
U00231,2025-11-06 16:27:00,Cafe,55,2025-11-06
U00203,2026-02-28 14:25:00,Cafe,61,2026-02-28
U00069,2025-10-20 18:33:00,Cafe,45,2025-10-20
U00978,2025-10-14 17:58:00,Merch,73,2025-10-14
U00444,2025-10-11 16:20:00,Merch,36,2025-10-11
U00462,2026-01-25 12:56:00,Cafe,42,2026-01-25
U00101,2025-11-29 14:33:00,Cafe,34,2025-11-29
U01077,2025-12-18 15:27:00,Merch,26,2025-12-18
U00946,2026-01-19 20:57:00,Cafe,50,2026-01-19
U00647,2026-02-15 10:50:00,Cafe,34,2026-02-15
U01069,2026-02-04 19:07:00,Cafe,38,2026-02-04
U00894,2025-10-02 18:25:00,Merch,64,2025-10-02
U00445,2025-12-07 11:13:00,Merch,35,2025-12-07
U01157,2025-11-12 12:08:00,Cafe,62,2025-11-12
U00538,2026-01-05 12:50:00,Cafe,94,2026-01-05
U00113,2025-10-11 16:24:00,Merch,43,2025-10-11
U00075,2026-02-07 20:49:00,Cafe,72,2026-02-07
U00884,2026-02-09 15:39:00,Merch,20,2026-02-09
U00990,2025-10-05 17:29:00,Cafe,31,2025-10-05
U00804,2026-01-31 12:55:00,Cafe,47,2026-01-31
U00221,2025-11-22 10:32:00,Cafe,37,2025-11-22
U00227,2026-01-24 10:47:00,Cafe,35,2026-01-24
U00263,2025-12-12 14:03:00,Cafe,85,2025-12-12
U00805,2025-11-15 16:38:00,Merch,38,2025-11-15
U00124,2026-02-13 14:44:00,Cafe,55,2026-02-13
U00057,2025-12-28 20:24:00,Cafe,44,2025-12-28
U00053,2026-01-16 19:24:00,Cafe,29,2026-01-16
U00760,2025-12-09 10:18:00,Cafe,47,2025-12-09
U00089,2026-01-11 16:14:00,Merch,54,2026-01-11
U00682,2026-02-15 18:00:00,Cafe,49,2026-02-15
U00568,2026-01-05 11:20:00,Merch,51,2026-01-05
U00364,2025-11-14 11:06:00,Cafe,33,2025-11-14
U01020,2026-01-10 20:39:00,Cafe,36,2026-01-10
U01035,2025-10-31 15:31:00,Merch,71,2025-10-31
U00384,2025-11-01 17:54:00,Cafe,49,2025-11-01
U00589,2025-11-02 12:24:00,Cafe,49,2025-11-02
U00809,2026-01-23 15:57:00,Cafe,17,2026-01-23
U00471,2025-11-10 17:24:00,Cafe,24,2025-11-10
U00770,2026-01-31 11:01:00,Merch,58,2026-01-31
U00788,2026-01-15 12:14:00,Cafe,39,2026-01-15
U00003,2025-10-29 17:24:00,Cafe,23,2025-10-29
U01070,2026-02-23 11:41:00,Cafe,48,2026-02-23
U00362,2025-12-11 12:25:00,Cafe,54,2025-12-11
U01129,2025-12-15 20:58:00,Cafe,48,2025-12-15
U00373,2026-02-17 11:10:00,Cafe,56,2026-02-17
U01161,2026-01-19 14:10:00,Merch,54,2026-01-19
U00255,2025-12-13 13:05:00,Cafe,45,2025-12-13
U00422,2026-02-15 12:54:00,Cafe,47,2026-02-15
U00568,2025-12-15 13:18:00,Cafe,45,2025-12-15
U00894,2025-11-25 17:51:00,Merch,62,2025-11-25
U00733,2025-12-17 11:09:00,Cafe,67,2025-12-17
U00161,2026-01-02 19:48:00,Merch,23,2026-01-02
U00164,2025-10-17 17:47:00,Cafe,67,2025-10-17
U01122,2025-11-06 10:12:00,Cafe,40,2025-11-06
U00111,2025-10-22 10:35:00,Merch,30,2025-10-22
U00486,2026-01-12 11:00:00,Cafe,41,2026-01-12
U00807,2026-01-25 17:21:00,Cafe,10,2026-01-25
U01018,2026-01-16 14:50:00,Cafe,40,2026-01-16
U00776,2025-10-19 11:58:00,Cafe,30,2025-10-19
U00636,2025-11-04 12:48:00,Merch,41,2025-11-04
U00786,2025-10-28 10:07:00,Cafe,51,2025-10-28
U00937,2026-01-04 14:54:00,Merch,25,2026-01-04
U00948,2026-01-13 14:01:00,Cafe,34,2026-01-13
U00400,2025-12-12 13:09:00,Merch,25,2025-12-12
U00742,2025-11-06 13:36:00,Merch,30,2025-11-06
U00145,2026-01-09 10:52:00,Merch,42,2026-01-09
U00517,2025-10-25 19:33:00,Cafe,76,2025-10-25
U01067,2026-02-05 11:42:00,Merch,30,2026-02-05
U00718,2025-10-08 17:21:00,Cafe,42,2025-10-08
U00026,2025-10-19 10:07:00,Merch,36,2025-10-19
U00908,2026-02-25 10:38:00,Cafe,69,2026-02-25
U00945,2026-01-10 12:58:00,Cafe,52,2026-01-10
U00522,2025-10-15 20:29:00,Cafe,94,2025-10-15
U00887,2026-02-09 10:07:00,Cafe,52,2026-02-09
U00124,2025-12-14 12:10:00,Cafe,20,2025-12-14
U00628,2025-12-06 13:01:00,Cafe,19,2025-12-06
U00552,2026-02-04 12:29:00,Cafe,75,2026-02-04
U00286,2026-02-26 11:31:00,Cafe,67,2026-02-26
U00079,2025-10-01 10:48:00,Merch,27,2025-10-01
U00249,2025-10-10 12:12:00,Merch,32,2025-10-10
U00976,2025-10-26 19:50:00,Merch,47,2025-10-26
U00288,2025-12-14 19:17:00,Cafe,29,2025-12-14
U00680,2026-01-12 18:21:00,Cafe,49,2026-01-12
U00461,2026-01-26 13:12:00,Cafe,25,2026-01-26
U00290,2025-12-01 19:26:00,Cafe,44,2025-12-01
U01041,2026-02-27 20:48:00,Merch,40,2026-02-27
U00454,2025-12-30 14:22:00,Cafe,66,2025-12-30
U01121,2026-02-19 11:30:00,Cafe,27,2026-02-19
U00186,2025-12-08 12:24:00,Merch,56,2025-12-08
U00811,2025-10-15 17:08:00,Cafe,41,2025-10-15
U00797,2025-12-26 19:26:00,Cafe,41,2025-12-26
U00102,2025-12-29 11:22:00,Cafe,31,2025-12-29
U00259,2026-01-11 12:39:00,Cafe,42,2026-01-11
U01003,2025-12-22 11:13:00,Merch,41,2025-12-22
U01151,2026-02-01 10:55:00,Cafe,48,2026-02-01
U00177,2025-12-05 16:31:00,Merch,42,2025-12-05
U01046,2025-12-11 11:22:00,Merch,65,2025-12-11
U00287,2025-12-08 17:18:00,Cafe,41,2025-12-08
U00738,2026-02-15 12:24:00,Cafe,51,2026-02-15
U00693,2026-02-05 18:51:00,Merch,67,2026-02-05
U00183,2025-10-20 10:07:00,Cafe,51,2025-10-20
U00742,2026-02-24 15:35:00,Cafe,62,2026-02-24
U00281,2025-11-10 16:05:00,Merch,49,2025-11-10
U00783,2025-11-28 16:50:00,Merch,60,2025-11-28
U00865,2025-10-19 10:19:00,Cafe,19,2025-10-19
U00886,2026-02-24 14:33:00,Cafe,33,2026-02-24
U00610,2026-01-21 11:28:00,Cafe,23,2026-01-21
U00230,2026-01-16 20:31:00,Cafe,22,2026-01-16
U00383,2025-11-23 15:53:00,Cafe,35,2025-11-23
U01077,2025-11-02 17:39:00,Cafe,41,2025-11-02
U00512,2025-10-09 13:54:00,Cafe,40,2025-10-09
U00568,2025-11-05 16:31:00,Cafe,60,2025-11-05
U00545,2026-01-08 19:43:00,Cafe,57,2026-01-08
U01039,2026-02-20 11:28:00,Cafe,67,2026-02-20
U00108,2026-01-11 14:57:00,Cafe,35,2026-01-11
U00741,2025-12-10 17:01:00,Cafe,49,2025-12-10
U00757,2026-02-23 12:07:00,Merch,75,2026-02-23
U00557,2026-01-31 10:08:00,Merch,49,2026-01-31
U01042,2025-11-19 10:24:00,Cafe,20,2025-11-19
U00125,2025-11-01 11:10:00,Merch,45,2025-11-01
U01107,2025-10-02 10:03:00,Cafe,22,2025-10-02
U00706,2025-12-20 10:35:00,Cafe,27,2025-12-20
U00467,2025-10-17 20:45:00,Cafe,19,2025-10-17
U00225,2025-12-25 15:55:00,Cafe,50,2025-12-25
U00763,2025-10-30 14:10:00,Cafe,38,2025-10-30
U01056,2026-01-02 10:16:00,Merch,41,2026-01-02
U00070,2025-12-11 20:10:00,Cafe,23,2025-12-11
U00510,2025-10-25 11:28:00,Cafe,58,2025-10-25
U00586,2025-10-28 11:41:00,Merch,19,2025-10-28
U01189,2025-10-21 13:27:00,Cafe,71,2025-10-21
U00633,2025-10-20 20:59:00,Cafe,39,2025-10-20
U01151,2025-12-02 15:59:00,Cafe,52,2025-12-02
U01161,2026-02-12 12:33:00,Cafe,49,2026-02-12
U00203,2025-11-23 15:10:00,Merch,29,2025-11-23
U00826,2026-02-08 20:14:00,Cafe,56,2026-02-08
U00945,2026-01-22 17:44:00,Cafe,72,2026-01-22
U00820,2026-02-14 16:43:00,Merch,53,2026-02-14
U00261,2025-11-25 17:14:00,Cafe,46,2025-11-25
U00833,2025-10-21 14:32:00,Cafe,58,2025-10-21
U00430,2025-10-17 19:18:00,Cafe,12,2025-10-17
U01126,2026-02-27 10:19:00,Cafe,36,2026-02-27
U00265,2026-02-24 13:09:00,Cafe,26,2026-02-24
U00826,2025-11-26 10:50:00,Cafe,28,2025-11-26
U00978,2025-11-22 20:25:00,Merch,70,2025-11-22
U00216,2026-01-24 15:51:00,Cafe,17,2026-01-24
U00350,2025-10-31 17:25:00,Cafe,14,2025-10-31
U00845,2025-12-10 10:41:00,Cafe,32,2025-12-10
U00005,2025-11-18 10:28:00,Cafe,49,2025-11-18
U00417,2025-12-06 15:39:00,Cafe,10,2025-12-06
U00916,2025-12-04 11:11:00,Cafe,41,2025-12-04
U00850,2025-11-29 13:33:00,Cafe,44,2025-11-29
U01002,2025-11-22 15:59:00,Merch,51,2025-11-22
U00840,2025-12-11 17:29:00,Cafe,47,2025-12-11
U00729,2026-02-26 19:18:00,Cafe,43,2026-02-26
U01089,2025-11-14 16:45:00,Cafe,26,2025-11-14
U00184,2026-02-13 19:56:00,Cafe,55,2026-02-13
U00301,2025-11-11 17:48:00,Cafe,34,2025-11-11
U00996,2025-11-18 17:33:00,Cafe,46,2025-11-18
U00552,2025-12-06 12:53:00,Cafe,93,2025-12-06
U00994,2026-02-04 15:14:00,Merch,58,2026-02-04
U00230,2025-10-18 17:14:00,Cafe,49,2025-10-18
U00184,2025-10-16 10:08:00,Cafe,61,2025-10-16
U01161,2025-11-20 15:25:00,Cafe,38,2025-11-20
U01166,2025-11-11 15:07:00,Merch,31,2025-11-11
U00245,2026-01-14 15:16:00,Cafe,33,2026-01-14
U00846,2025-11-27 17:40:00,Cafe,12,2025-11-27
U00152,2026-01-18 20:13:00,Merch,24,2026-01-18
U00903,2026-01-29 15:27:00,Cafe,56,2026-01-29
U01036,2025-10-17 20:33:00,Cafe,5,2025-10-17
U00796,2025-12-05 16:37:00,Cafe,80,2025-12-05
U00737,2025-10-08 19:00:00,Cafe,40,2025-10-08
U00903,2026-01-01 15:44:00,Cafe,32,2026-01-01
U00287,2025-11-19 12:14:00,Cafe,41,2025-11-19
U00193,2026-01-15 13:36:00,Merch,78,2026-01-15
U00449,2026-01-12 20:44:00,Cafe,70,2026-01-12
U00525,2025-10-12 16:25:00,Merch,48,2025-10-12
U00768,2025-10-14 15:31:00,Merch,45,2025-10-14
U00395,2025-12-12 18:10:00,Cafe,40,2025-12-12
U00481,2025-10-08 11:18:00,Cafe,52,2025-10-08
U00182,2025-12-05 13:20:00,Merch,18,2025-12-05
U01038,2025-11-04 16:23:00,Cafe,53,2025-11-04
U00038,2025-10-14 14:14:00,Merch,38,2025-10-14
U01108,2025-11-19 10:37:00,Merch,25,2025-11-19
U00123,2026-02-20 10:54:00,Cafe,33,2026-02-20
U01199,2026-01-17 10:15:00,Merch,66,2026-01-17
U00847,2025-10-07 17:35:00,Cafe,49,2025-10-07
U00308,2025-11-14 12:17:00,Cafe,51,2025-11-14
U01054,2025-12-04 18:06:00,Cafe,69,2025-12-04
U00830,2026-01-08 17:15:00,Cafe,24,2026-01-08
U00514,2025-12-25 10:13:00,Cafe,49,2025-12-25
U00564,2026-01-17 17:01:00,Merch,36,2026-01-17
U00099,2025-12-02 11:51:00,Cafe,32,2025-12-02
U01038,2025-11-15 13:55:00,Cafe,58,2025-11-15
U00081,2026-02-15 10:20:00,Merch,36,2026-02-15
U00665,2025-11-25 12:36:00,Cafe,20,2025-11-25
U00303,2025-11-17 14:43:00,Cafe,28,2025-11-17
U00611,2025-12-30 15:06:00,Merch,37,2025-12-30
U00681,2025-10-16 11:13:00,Cafe,31,2025-10-16
U00812,2026-01-31 19:35:00,Cafe,58,2026-01-31
U00409,2025-10-14 10:06:00,Cafe,43,2025-10-14
U00635,2025-12-09 20:39:00,Cafe,69,2025-12-09
U00363,2026-02-01 10:53:00,Cafe,10,2026-02-01
U00753,2026-02-21 11:51:00,Cafe,45,2026-02-21
U00618,2026-01-21 15:33:00,Cafe,67,2026-01-21
U00386,2025-10-07 11:57:00,Cafe,34,2025-10-07
U01069,2025-10-05 20:41:00,Merch,45,2025-10-05
U00585,2025-11-11 18:54:00,Cafe,32,2025-11-11
U00164,2026-02-22 18:28:00,Cafe,32,2026-02-22
U01093,2026-01-12 12:16:00,Merch,66,2026-01-12
U00519,2026-01-30 11:40:00,Cafe,40,2026-01-30
U00127,2026-02-08 14:46:00,Cafe,27,2026-02-08
U00253,2025-10-30 18:23:00,Merch,43,2025-10-30
U00485,2026-02-20 20:06:00,Cafe,28,2026-02-20
U01054,2026-01-07 13:52:00,Cafe,57,2026-01-07
U00958,2026-02-17 13:24:00,Merch,28,2026-02-17
U01182,2025-10-05 16:07:00,Cafe,33,2025-10-05
U00923,2026-01-07 18:56:00,Merch,48,2026-01-07
U01149,2026-02-25 18:35:00,Cafe,56,2026-02-25
U00581,2026-01-15 17:56:00,Cafe,27,2026-01-15
U00889,2025-10-18 20:21:00,Cafe,37,2025-10-18
U01105,2025-10-31 18:19:00,Cafe,72,2025-10-31
U00134,2025-11-28 14:36:00,Cafe,54,2025-11-28
U01188,2025-11-23 10:45:00,Merch,34,2025-11-23
U00519,2025-12-23 10:20:00,Merch,58,2025-12-23
U00740,2025-11-16 11:45:00,Cafe,71,2025-11-16
U00081,2025-11-06 18:37:00,Merch,33,2025-11-06
U00413,2025-10-10 10:18:00,Merch,49,2025-10-10
U00205,2025-11-08 12:13:00,Cafe,46,2025-11-08
U00359,2026-02-23 15:05:00,Cafe,33,2026-02-23
U00551,2025-12-04 19:33:00,Merch,36,2025-12-04
U00868,2025-10-09 18:52:00,Cafe,22,2025-10-09
U00345,2025-10-02 20:07:00,Cafe,34,2025-10-02
U00169,2025-10-20 20:24:00,Cafe,72,2025-10-20
U00076,2026-01-10 11:48:00,Merch,66,2026-01-10
U01030,2026-02-26 16:51:00,Cafe,20,2026-02-26
U00432,2026-01-04 18:22:00,Cafe,34,2026-01-04
U00840,2025-12-28 19:17:00,Cafe,45,2025-12-28
U00013,2026-02-21 11:38:00,Cafe,25,2026-02-21
U00508,2025-10-26 14:36:00,Merch,27,2025-10-26
U01164,2026-01-11 17:37:00,Cafe,49,2026-01-11
U00647,2025-10-23 11:10:00,Merch,83,2025-10-23
U00069,2026-01-16 18:33:00,Cafe,65,2026-01-16
U00324,2025-12-07 13:35:00,Cafe,36,2025-12-07
U00885,2026-01-03 13:11:00,Cafe,55,2026-01-03
U01123,2026-01-15 15:29:00,Cafe,31,2026-01-15
U00026,2025-11-02 17:07:00,Cafe,57,2025-11-02
U00079,2025-12-11 10:38:00,Cafe,20,2025-12-11
U00685,2025-12-14 12:13:00,Cafe,5,2025-12-14
U00270,2025-12-22 18:32:00,Cafe,23,2025-12-22
U00678,2025-12-23 11:04:00,Cafe,72,2025-12-23
U01047,2025-11-29 11:35:00,Cafe,35,2025-11-29
U00795,2026-02-21 16:12:00,Merch,50,2026-02-21
U00580,2025-11-15 19:45:00,Cafe,65,2025-11-15
U00316,2025-12-31 16:54:00,Cafe,89,2025-12-31
U00290,2026-01-12 18:36:00,Cafe,35,2026-01-12
U01164,2025-10-26 20:42:00,Cafe,33,2025-10-26
U00269,2025-12-17 15:01:00,Cafe,35,2025-12-17
U00038,2025-11-04 12:04:00,Cafe,94,2025-11-04
U00350,2025-10-03 13:21:00,Cafe,49,2025-10-03
U00258,2026-02-08 14:37:00,Merch,7,2026-02-08
U00710,2025-12-22 15:17:00,Cafe,29,2025-12-22
U00473,2025-12-26 17:40:00,Cafe,29,2025-12-26
U00811,2025-10-31 12:09:00,Cafe,17,2025-10-31
U00391,2025-11-27 14:52:00,Cafe,50,2025-11-27
U00482,2025-11-19 10:42:00,Cafe,71,2025-11-19
U01054,2025-10-05 20:27:00,Merch,48,2025-10-05
U00972,2025-11-11 20:51:00,Merch,47,2025-11-11
U00907,2026-01-14 12:40:00,Cafe,62,2026-01-14
U00709,2025-10-03 15:50:00,Merch,48,2025-10-03
U00476,2025-11-23 11:18:00,Merch,78,2025-11-23
U00493,2026-01-04 15:10:00,Cafe,31,2026-01-04
U00359,2026-02-24 19:08:00,Merch,27,2026-02-24
U00530,2026-01-18 10:01:00,Cafe,46,2026-01-18
U00749,2025-12-01 13:45:00,Cafe,24,2025-12-01
U00065,2026-01-25 19:47:00,Cafe,45,2026-01-25
U00614,2025-12-08 11:12:00,Cafe,14,2025-12-08
U00615,2025-12-03 12:00:00,Cafe,66,2025-12-03
U01122,2025-11-14 11:01:00,Cafe,28,2025-11-14
U01112,2025-11-05 10:48:00,Cafe,79,2025-11-05
U00557,2025-10-05 18:12:00,Merch,58,2025-10-05
U00699,2026-01-26 20:35:00,Cafe,42,2026-01-26
U00894,2025-12-25 10:22:00,Cafe,52,2025-12-25
U00222,2026-01-19 19:30:00,Cafe,40,2026-01-19
U00679,2025-12-20 15:35:00,Merch,51,2025-12-20
U01001,2025-10-26 11:01:00,Cafe,44,2025-10-26
U00494,2025-11-09 19:48:00,Cafe,59,2025-11-09
U00196,2026-01-18 19:03:00,Merch,29,2026-01-18
U00924,2025-11-16 20:51:00,Cafe,55,2025-11-16
U01045,2025-12-19 10:32:00,Cafe,74,2025-12-19
U00636,2025-10-24 18:27:00,Cafe,30,2025-10-24
U00950,2025-11-08 17:07:00,Cafe,66,2025-11-08
U00949,2025-10-16 11:07:00,Cafe,35,2025-10-16
U00082,2025-12-24 14:04:00,Cafe,55,2025-12-24
U00407,2026-01-24 12:22:00,Cafe,34,2026-01-24
U00138,2026-02-02 20:52:00,Cafe,62,2026-02-02
U00052,2026-01-27 12:54:00,Cafe,12,2026-01-27
U00683,2025-11-07 14:03:00,Cafe,64,2025-11-07
U00281,2026-01-13 12:41:00,Merch,72,2026-01-13
U00055,2025-10-12 18:55:00,Cafe,28,2025-10-12
U00914,2026-01-18 10:24:00,Merch,31,2026-01-18
U00757,2025-10-24 16:06:00,Merch,62,2025-10-24
U00461,2026-02-07 11:33:00,Cafe,20,2026-02-07
U00270,2025-11-09 15:08:00,Cafe,43,2025-11-09
U00119,2025-11-10 13:44:00,Cafe,54,2025-11-10
U00282,2026-02-14 16:06:00,Cafe,37,2026-02-14
U00500,2025-11-29 18:41:00,Merch,35,2025-11-29
U00500,2025-10-26 16:48:00,Cafe,39,2025-10-26
U00894,2026-01-17 13:50:00,Cafe,52,2026-01-17
U00076,2026-01-12 19:30:00,Cafe,80,2026-01-12
U01161,2025-10-03 20:10:00,Cafe,37,2025-10-03
U00608,2025-10-09 12:06:00,Cafe,52,2025-10-09
U01159,2025-11-11 15:51:00,Cafe,43,2025-11-11
U01019,2026-02-13 11:55:00,Cafe,51,2026-02-13
U00086,2025-11-16 17:43:00,Cafe,82,2025-11-16
U00877,2025-11-18 15:05:00,Merch,44,2025-11-18
U00076,2025-12-28 15:03:00,Cafe,39,2025-12-28
U01005,2025-12-13 12:55:00,Cafe,10,2025-12-13
U01035,2025-12-09 11:27:00,Cafe,61,2025-12-09
U01037,2025-12-03 15:05:00,Cafe,18,2025-12-03
U00161,2025-12-20 20:58:00,Cafe,49,2025-12-20
U00739,2025-12-19 16:32:00,Cafe,55,2025-12-19
U00399,2025-12-07 19:21:00,Cafe,68,2025-12-07
U00044,2026-02-08 11:17:00,Merch,43,2026-02-08
U00960,2025-11-25 16:50:00,Cafe,29,2025-11-25
U00954,2026-02-28 17:39:00,Cafe,95,2026-02-28
U00938,2025-12-24 10:02:00,Cafe,15,2025-12-24
U01091,2026-02-22 17:49:00,Cafe,48,2026-02-22
