user_id,event_id,event_date,activity_type,attended_flag
U00356,E0012,2025-10-23,Family Workshop,1
U00362,E0012,2025-10-23,Family Workshop,1
U00375,E0012,2025-10-23,Family Workshop,1
U00381,E0012,2025-10-23,Family Workshop,1
U00392,E0012,2025-10-23,Family Workshop,1
U00394,E0012,2025-10-23,Family Workshop,1
U00395,E0012,2025-10-23,Family Workshop,1
U00398,E0012,2025-10-23,Family Workshop,1
U00401,E0012,2025-10-23,Family Workshop,1
U00410,E0012,2025-10-23,Family Workshop,1
U00413,E0012,2025-10-23,Family Workshop,1
U00417,E0012,2025-10-23,Family Workshop,1
U00423,E0012,2025-10-23,Family Workshop,1
U00433,E0012,2025-10-23,Family Workshop,1
U00437,E0012,2025-10-23,Family Workshop,1
U00444,E0012,2025-10-23,Family Workshop,1
U00460,E0012,2025-10-23,Family Workshop,1
U00462,E0012,2025-10-23,Family Workshop,1
U00464,E0012,2025-10-23,Family Workshop,1
U00470,E0012,2025-10-23,Family Workshop,1
U00473,E0012,2025-10-23,Family Workshop,1
U00474,E0012,2025-10-23,Family Workshop,1
U00498,E0012,2025-10-23,Family Workshop,1
U00499,E0012,2025-10-23,Family Workshop,1
U00507,E0012,2025-10-23,Family Workshop,0
U00514,E0012,2025-10-23,Family Workshop,1
U00530,E0012,2025-10-23,Family Workshop,1
U00562,E0012,2025-10-23,Family Workshop,1
U00576,E0012,2025-10-23,Family Workshop,1
U00583,E0012,2025-10-23,Family Workshop,1
U00599,E0012,2025-10-23,Family Workshop,1
U00601,E0012,2025-10-23,Family Workshop,1
U00618,E0012,2025-10-23,Family Workshop,1
U00622,E0012,2025-10-23,Family Workshop,1
U00647,E0012,2025-10-23,Family Workshop,1
U00658,E0012,2025-10-23,Family Workshop,1
U00679,E0012,2025-10-23,Family Workshop,1
U00698,E0012,2025-10-23,Family Workshop,1
U00726,E0012,2025-10-23,Family Workshop,1
U00727,E0012,2025-10-23,Family Workshop,1
U00728,E0012,2025-10-23,Family Workshop,1
U00733,E0012,2025-10-23,Family Workshop,1
U00742,E0012,2025-10-23,Family Workshop,1
U00747,E0012,2025-10-23,Family Workshop,1
U00751,E0012,2025-10-23,Family Workshop,1
U00752,E0012,2025-10-23,Family Workshop,1
U00756,E0012,2025-10-23,Family Workshop,1
U00769,E0012,2025-10-23,Family Workshop,1
U00775,E0012,2025-10-23,Family Workshop,1
U00783,E0012,2025-10-23,Family Workshop,1
U00793,E0012,2025-10-23,Family Workshop,1
U00794,E0012,2025-10-23,Family Workshop,0
U00808,E0012,2025-10-23,Family Workshop,1
U00821,E0012,2025-10-23,Family Workshop,1
U00839,E0012,2025-10-23,Family Workshop,1
U00843,E0012,2025-10-23,Family Workshop,0
U00848,E0012,2025-10-23,Family Workshop,1
U00852,E0012,2025-10-23,Family Workshop,1
U00860,E0012,2025-10-23,Family Workshop,1
U00865,E0012,2025-10-23,Family Workshop,1
U00891,E0012,2025-10-23,Family Workshop,1
U00897,E0012,2025-10-23,Family Workshop,1
U00903,E0012,2025-10-23,Family Workshop,1
U00919,E0012,2025-10-23,Family Workshop,1
U00921,E0012,2025-10-23,Family Workshop,1
U00926,E0012,2025-10-23,Family Workshop,1
U00938,E0012,2025-10-23,Family Workshop,1
U00950,E0012,2025-10-23,Family Workshop,1
U00951,E0012,2025-10-23,Family Workshop,1
U00954,E0012,2025-10-23,Family Workshop,1
U00958,E0012,2025-10-23,Family Workshop,1
U00966,E0012,2025-10-23,Family Workshop,1
U00998,E0012,2025-10-23,Family Workshop,1
U01008,E0012,2025-10-23,Family Workshop,0
U01010,E0012,2025-10-23,Family Workshop,1
U01015,E0012,2025-10-23,Family Workshop,1
U01019,E0012,2025-10-23,Family Workshop,1
U01026,E0012,2025-10-23,Family Workshop,1
U01031,E0012,2025-10-23,Family Workshop,1
U01058,E0012,2025-10-23,Family Workshop,1
U01060,E0012,2025-10-23,Family Workshop,1
U01063,E0012,2025-10-23,Family Workshop,1
U01067,E0012,2025-10-23,Family Workshop,1
U01069,E0012,2025-10-23,Family Workshop,1
U01086,E0012,2025-10-23,Family Workshop,1
U01095,E0012,2025-10-23,Family Workshop,1
U01100,E0012,2025-10-23,Family Workshop,1
U01102,E0012,2025-10-23,Family Workshop,1
U01116,E0012,2025-10-23,Family Workshop,1
U01121,E0012,2025-10-23,Family Workshop,1
U01122,E0012,2025-10-23,Family Workshop,1
U01162,E0012,2025-10-23,Family Workshop,1
U01168,E0012,2025-10-23,Family Workshop,1
U01177,E0012,2025-10-23,Family Workshop,1
U01183,E0012,2025-10-23,Family Workshop,1
U01192,E0012,2025-10-23,Family Workshop,1
U00028,E0013,2025-10-25,Coffee Tasting,0
U00034,E0013,2025-10-25,Coffee Tasting,1
U00035,E0013,2025-10-25,Coffee Tasting,1
U00038,E0013,2025-10-25,Coffee Tasting,1
U00048,E0013,2025-10-25,Coffee Tasting,1
U00054,E0013,2025-10-25,Coffee Tasting,1
U00059,E0013,2025-10-25,Coffee Tasting,1
U00065,E0013,2025-10-25,Coffee Tasting,1
U00074,E0013,2025-10-25,Coffee Tasting,1
U00099,E0013,2025-10-25,Coffee Tasting,1
U00127,E0013,2025-10-25,Coffee Tasting,1
U00136,E0013,2025-10-25,Coffee Tasting,1
U00138,E0013,2025-10-25,Coffee Tasting,1
U00165,E0013,2025-10-25,Coffee Tasting,1
U00171,E0013,2025-10-25,Coffee Tasting,1
U00172,E0013,2025-10-25,Coffee Tasting,1
U00173,E0013,2025-10-25,Coffee Tasting,1
U00176,E0013,2025-10-25,Coffee Tasting,1
U00195,E0013,2025-10-25,Coffee Tasting,1
U00196,E0013,2025-10-25,Coffee Tasting,1
U00204,E0013,2025-10-25,Coffee Tasting,1
U00206,E0013,2025-10-25,Coffee Tasting,1
U00227,E0013,2025-10-25,Coffee Tasting,1
U00228,E0013,2025-10-25,Coffee Tasting,1
U00230,E0013,2025-10-25,Coffee Tasting,1
U00258,E0013,2025-10-25,Coffee Tasting,1
U00267,E0013,2025-10-25,Coffee Tasting,1
U00288,E0013,2025-10-25,Coffee Tasting,1
U00290,E0013,2025-10-25,Coffee Tasting,1
U00292,E0013,2025-10-25,Coffee Tasting,1
U00308,E0013,2025-10-25,Coffee Tasting,1
U00316,E0013,2025-10-25,Coffee Tasting,1
U00328,E0013,2025-10-25,Coffee Tasting,1
U00350,E0013,2025-10-25,Coffee Tasting,1
U00359,E0013,2025-10-25,Coffee Tasting,0
U00360,E0013,2025-10-25,Coffee Tasting,1
U00363,E0013,2025-10-25,Coffee Tasting,1
U00380,E0013,2025-10-25,Coffee Tasting,1
U00389,E0013,2025-10-25,Coffee Tasting,1
U00402,E0013,2025-10-25,Coffee Tasting,1
U00413,E0013,2025-10-25,Coffee Tasting,1
U00415,E0013,2025-10-25,Coffee Tasting,1
U00424,E0013,2025-10-25,Coffee Tasting,1
U00429,E0013,2025-10-25,Coffee Tasting,1
U00435,E0013,2025-10-25,Coffee Tasting,0
U00440,E0013,2025-10-25,Coffee Tasting,1
U00442,E0013,2025-10-25,Coffee Tasting,1
U00449,E0013,2025-10-25,Coffee Tasting,1
U00451,E0013,2025-10-25,Coffee Tasting,1
U00458,E0013,2025-10-25,Coffee Tasting,1
U00466,E0013,2025-10-25,Coffee Tasting,1
U00473,E0013,2025-10-25,Coffee Tasting,1
U00494,E0013,2025-10-25,Coffee Tasting,1
U00505,E0013,2025-10-25,Coffee Tasting,1
U00509,E0013,2025-10-25,Coffee Tasting,1
U00513,E0013,2025-10-25,Coffee Tasting,1
U00516,E0013,2025-10-25,Coffee Tasting,1
U00517,E0013,2025-10-25,Coffee Tasting,1
U00519,E0013,2025-10-25,Coffee Tasting,1
U00525,E0013,2025-10-25,Coffee Tasting,1
U00548,E0013,2025-10-25,Coffee Tasting,1
U00551,E0013,2025-10-25,Coffee Tasting,1
U00558,E0013,2025-10-25,Coffee Tasting,1
U00561,E0013,2025-10-25,Coffee Tasting,1
U00565,E0013,2025-10-25,Coffee Tasting,1
U00570,E0013,2025-10-25,Coffee Tasting,1
U00573,E0013,2025-10-25,Coffee Tasting,1
U00580,E0013,2025-10-25,Coffee Tasting,1
U00608,E0013,2025-10-25,Coffee Tasting,1
U00635,E0013,2025-10-25,Coffee Tasting,0
U00644,E0013,2025-10-25,Coffee Tasting,1
U00651,E0013,2025-10-25,Coffee Tasting,1
U00654,E0013,2025-10-25,Coffee Tasting,1
U00669,E0013,2025-10-25,Coffee Tasting,1
U00676,E0013,2025-10-25,Coffee Tasting,1
U00679,E0013,2025-10-25,Coffee Tasting,1
U00712,E0013,2025-10-25,Coffee Tasting,1
U00716,E0013,2025-10-25,Coffee Tasting,1
U00723,E0013,2025-10-25,Coffee Tasting,0
U00735,E0013,2025-10-25,Coffee Tasting,0
U00741,E0013,2025-10-25,Coffee Tasting,1
U00770,E0013,2025-10-25,Coffee Tasting,1
U00791,E0013,2025-10-25,Coffee Tasting,1
U00795,E0013,2025-10-25,Coffee Tasting,1
U00799,E0013,2025-10-25,Coffee Tasting,1
U00808,E0013,2025-10-25,Coffee Tasting,0
U00819,E0013,2025-10-25,Coffee Tasting,1
U00820,E0013,2025-10-25,Coffee Tasting,1
U00821,E0013,2025-10-25,Coffee Tasting,1
U00828,E0013,2025-10-25,Coffee Tasting,1
U00830,E0013,2025-10-25,Coffee Tasting,1
U00843,E0013,2025-10-25,Coffee Tasting,1
U00847,E0013,2025-10-25,Coffee Tasting,1
U00848,E0013,2025-10-25,Coffee Tasting,1
U00859,E0013,2025-10-25,Coffee Tasting,1
U00865,E0013,2025-10-25,Coffee Tasting,1
U00870,E0013,2025-10-25,Coffee Tasting,1
U00874,E0013,2025-10-25,Coffee Tasting,0
U00885,E0013,2025-10-25,Coffee Tasting,1
U00887,E0013,2025-10-25,Coffee Tasting,1
U00927,E0013,2025-10-25,Coffee Tasting,1
U00930,E0013,2025-10-25,Coffee Tasting,1
U00935,E0013,2025-10-25,Coffee Tasting,1
U00944,E0013,2025-10-25,Coffee Tasting,1
U00970,E0013,2025-10-25,Coffee Tasting,1
U00994,E0013,2025-10-25,Coffee Tasting,1
U01013,E0013,2025-10-25,Coffee Tasting,1
U01026,E0013,2025-10-25,Coffee Tasting,1
U01036,E0013,2025-10-25,Coffee Tasting,1
U01045,E0013,2025-10-25,Coffee Tasting,1
U01083,E0013,2025-10-25,Coffee Tasting,0
U01085,E0013,2025-10-25,Coffee Tasting,1
U01091,E0013,2025-10-25,Coffee Tasting,1
U01102,E0013,2025-10-25,Coffee Tasting,1
U01116,E0013,2025-10-25,Coffee Tasting,1
U01126,E0013,2025-10-25,Coffee Tasting,1
U01137,E0013,2025-10-25,Coffee Tasting,1
U01139,E0013,2025-10-25,Coffee Tasting,1
U01157,E0013,2025-10-25,Coffee Tasting,1
U01168,E0013,2025-10-25,Coffee Tasting,1
U01174,E0013,2025-10-25,Coffee Tasting,1
U01182,E0013,2025-10-25,Coffee Tasting,1
U00009,E0014,2025-10-27,Coffee Tasting,1
U00010,E0014,2025-10-27,Coffee Tasting,1
U00016,E0014,2025-10-27,Coffee Tasting,1
U00020,E0014,2025-10-27,Coffee Tasting,1
U00028,E0014,2025-10-27,Coffee Tasting,1
U00036,E0014,2025-10-27,Coffee Tasting,1
U00049,E0014,2025-10-27,Coffee Tasting,1
U00060,E0014,2025-10-27,Coffee Tasting,1
U00075,E0014,2025-10-27,Coffee Tasting,1
U00081,E0014,2025-10-27,Coffee Tasting,1
U00112,E0014,2025-10-27,Coffee Tasting,1
U00125,E0014,2025-10-27,Coffee Tasting,1
U00136,E0014,2025-10-27,Coffee Tasting,1
U00139,E0014,2025-10-27,Coffee Tasting,1
U00140,E0014,2025-10-27,Coffee Tasting,1
U00144,E0014,2025-10-27,Coffee Tasting,1
U00164,E0014,2025-10-27,Coffee Tasting,1
U00191,E0014,2025-10-27,Coffee Tasting,1
U00201,E0014,2025-10-27,Coffee Tasting,1
U00203,E0014,2025-10-27,Coffee Tasting,1
U00205,E0014,2025-10-27,Coffee Tasting,0
U00221,E0014,2025-10-27,Coffee Tasting,1
U00228,E0014,2025-10-27,Coffee Tasting,1
U00239,E0014,2025-10-27,Coffee Tasting,1
U00243,E0014,2025-10-27,Coffee Tasting,1
U00267,E0014,2025-10-27,Coffee Tasting,1
U00269,E0014,2025-10-27,Coffee Tasting,1
U00270,E0014,2025-10-27,Coffee Tasting,0
U00283,E0014,2025-10-27,Coffee Tasting,1
U00285,E0014,2025-10-27,Coffee Tasting,1
U00290,E0014,2025-10-27,Coffee Tasting,1
U00294,E0014,2025-10-27,Coffee Tasting,1
U00304,E0014,2025-10-27,Coffee Tasting,1
U00312,E0014,2025-10-27,Coffee Tasting,1
U00314,E0014,2025-10-27,Coffee Tasting,1
U00323,E0014,2025-10-27,Coffee Tasting,1
U00332,E0014,2025-10-27,Coffee Tasting,1
U00344,E0014,2025-10-27,Coffee Tasting,1
U00354,E0014,2025-10-27,Coffee Tasting,1
U00374,E0014,2025-10-27,Coffee Tasting,1
U00395,E0014,2025-10-27,Coffee Tasting,1
U00401,E0014,2025-10-27,Coffee Tasting,0
U00404,E0014,2025-10-27,Coffee Tasting,1
U00409,E0014,2025-10-27,Coffee Tasting,1
U00415,E0014,2025-10-27,Coffee Tasting,1
U00435,E0014,2025-10-27,Coffee Tasting,1
U00446,E0014,2025-10-27,Coffee Tasting,1
U00460,E0014,2025-10-27,Coffee Tasting,1
U00475,E0014,2025-10-27,Coffee Tasting,1
U00476,E0014,2025-10-27,Coffee Tasting,1
U00504,E0014,2025-10-27,Coffee Tasting,1
U00505,E0014,2025-10-27,Coffee Tasting,1
U00513,E0014,2025-10-27,Coffee Tasting,1
U00515,E0014,2025-10-27,Coffee Tasting,1
U00519,E0014,2025-10-27,Coffee Tasting,1
U00522,E0014,2025-10-27,Coffee Tasting,1
U00548,E0014,2025-10-27,Coffee Tasting,1
U00555,E0014,2025-10-27,Coffee Tasting,0
U00565,E0014,2025-10-27,Coffee Tasting,1
U00568,E0014,2025-10-27,Coffee Tasting,1
U00595,E0014,2025-10-27,Coffee Tasting,1
U00608,E0014,2025-10-27,Coffee Tasting,1
U00621,E0014,2025-10-27,Coffee Tasting,1
U00644,E0014,2025-10-27,Coffee Tasting,1
U00674,E0014,2025-10-27,Coffee Tasting,1
U00679,E0014,2025-10-27,Coffee Tasting,1
U00680,E0014,2025-10-27,Coffee Tasting,1
U00690,E0014,2025-10-27,Coffee Tasting,1
U00692,E0014,2025-10-27,Coffee Tasting,0
U00696,E0014,2025-10-27,Coffee Tasting,1
U00709,E0014,2025-10-27,Coffee Tasting,1
U00733,E0014,2025-10-27,Coffee Tasting,1
U00734,E0014,2025-10-27,Coffee Tasting,1
U00737,E0014,2025-10-27,Coffee Tasting,1
U00739,E0014,2025-10-27,Coffee Tasting,1
U00741,E0014,2025-10-27,Coffee Tasting,1
U00744,E0014,2025-10-27,Coffee Tasting,1
U00748,E0014,2025-10-27,Coffee Tasting,1
U00752,E0014,2025-10-27,Coffee Tasting,1
U00763,E0014,2025-10-27,Coffee Tasting,1
U00766,E0014,2025-10-27,Coffee Tasting,1
U00770,E0014,2025-10-27,Coffee Tasting,1
U00795,E0014,2025-10-27,Coffee Tasting,1
U00800,E0014,2025-10-27,Coffee Tasting,1
U00818,E0014,2025-10-27,Coffee Tasting,1
U00820,E0014,2025-10-27,Coffee Tasting,0
U00826,E0014,2025-10-27,Coffee Tasting,1
U00828,E0014,2025-10-27,Coffee Tasting,1
U00849,E0014,2025-10-27,Coffee Tasting,1
U00855,E0014,2025-10-27,Coffee Tasting,0
U00880,E0014,2025-10-27,Coffee Tasting,1
U00881,E0014,2025-10-27,Coffee Tasting,1
U00885,E0014,2025-10-27,Coffee Tasting,1
U00894,E0014,2025-10-27,Coffee Tasting,1
U00900,E0014,2025-10-27,Coffee Tasting,1
U00936,E0014,2025-10-27,Coffee Tasting,1
U00940,E0014,2025-10-27,Coffee Tasting,1
U00966,E0014,2025-10-27,Coffee Tasting,1
U00968,E0014,2025-10-27,Coffee Tasting,1
U00973,E0014,2025-10-27,Coffee Tasting,1
U00988,E0014,2025-10-27,Coffee Tasting,1
U01001,E0014,2025-10-27,Coffee Tasting,1
U01004,E0014,2025-10-27,Coffee Tasting,1
U01006,E0014,2025-10-27,Coffee Tasting,1
U01008,E0014,2025-10-27,Coffee Tasting,1
U01017,E0014,2025-10-27,Coffee Tasting,1
U01032,E0014,2025-10-27,Coffee Tasting,1
U01040,E0014,2025-10-27,Coffee Tasting,1
U01045,E0014,2025-10-27,Coffee Tasting,1
U01046,E0014,2025-10-27,Coffee Tasting,1
U01065,E0014,2025-10-27,Coffee Tasting,1
U01089,E0014,2025-10-27,Coffee Tasting,1
U01091,E0014,2025-10-27,Coffee Tasting,1
U01093,E0014,2025-10-27,Coffee Tasting,1
U01100,E0014,2025-10-27,Coffee Tasting,1
U01111,E0014,2025-10-27,Coffee Tasting,1
U01126,E0014,2025-10-27,Coffee Tasting,1
U01139,E0014,2025-10-27,Coffee Tasting,0
U01145,E0014,2025-10-27,Coffee Tasting,1
U01147,E0014,2025-10-27,Coffee Tasting,0
U01151,E0014,2025-10-27,Coffee Tasting,1
U01157,E0014,2025-10-27,Coffee Tasting,1
U01158,E0014,2025-10-27,Coffee Tasting,1
U01171,E0014,2025-10-27,Coffee Tasting,1
U01178,E0014,2025-10-27,Coffee Tasting,1
U01182,E0014,2025-10-27,Coffee Tasting,0
U01183,E0014,2025-10-27,Coffee Tasting,1
U01184,E0014,2025-10-27,Coffee Tasting,1
U01199,E0014,2025-10-27,Coffee Tasting,1
U00018,E0015,2025-10-29,Movie Night,1
U00026,E0015,2025-10-29,Movie Night,1
U00075,E0015,2025-10-29,Movie Night,0
U00077,E0015,2025-10-29,Movie Night,1
U00082,E0015,2025-10-29,Movie Night,1
U00131,E0015,2025-10-29,Movie Night,1
U00140,E0015,2025-10-29,Movie Night,1
U00144,E0015,2025-10-29,Movie Night,1
U00149,E0015,2025-10-29,Movie Night,1
U00153,E0015,2025-10-29,Movie Night,1
U00155,E0015,2025-10-29,Movie Night,1
U00158,E0015,2025-10-29,Movie Night,1
U00163,E0015,2025-10-29,Movie Night,1
U00164,E0015,2025-10-29,Movie Night,1
U00165,E0015,2025-10-29,Movie Night,1
U00195,E0015,2025-10-29,Movie Night,1
U00238,E0015,2025-10-29,Movie Night,1
U00248,E0015,2025-10-29,Movie Night,1
U00250,E0015,2025-10-29,Movie Night,1
U00251,E0015,2025-10-29,Movie Night,1
U00277,E0015,2025-10-29,Movie Night,1
U00281,E0015,2025-10-29,Movie Night,1
U00306,E0015,2025-10-29,Movie Night,0
U00311,E0015,2025-10-29,Movie Night,1
U00337,E0015,2025-10-29,Movie Night,1
U00349,E0015,2025-10-29,Movie Night,1
U00350,E0015,2025-10-29,Movie Night,1
U00351,E0015,2025-10-29,Movie Night,1
U00369,E0015,2025-10-29,Movie Night,1
U00376,E0015,2025-10-29,Movie Night,1
U00419,E0015,2025-10-29,Movie Night,1
U00423,E0015,2025-10-29,Movie Night,1
U00424,E0015,2025-10-29,Movie Night,1
U00435,E0015,2025-10-29,Movie Night,1
U00448,E0015,2025-10-29,Movie Night,1
U00451,E0015,2025-10-29,Movie Night,1
U00458,E0015,2025-10-29,Movie Night,1
U00467,E0015,2025-10-29,Movie Night,1
U00476,E0015,2025-10-29,Movie Night,1
U00485,E0015,2025-10-29,Movie Night,1
U00488,E0015,2025-10-29,Movie Night,1
U00511,E0015,2025-10-29,Movie Night,1
U00513,E0015,2025-10-29,Movie Night,1
U00515,E0015,2025-10-29,Movie Night,1
U00516,E0015,2025-10-29,Movie Night,1
U00525,E0015,2025-10-29,Movie Night,1
U00535,E0015,2025-10-29,Movie Night,1
U00536,E0015,2025-10-29,Movie Night,1
U00537,E0015,2025-10-29,Movie Night,1
U00538,E0015,2025-10-29,Movie Night,1
U00548,E0015,2025-10-29,Movie Night,1
U00555,E0015,2025-10-29,Movie Night,1
U00560,E0015,2025-10-29,Movie Night,1
U00561,E0015,2025-10-29,Movie Night,1
U00564,E0015,2025-10-29,Movie Night,1
U00578,E0015,2025-10-29,Movie Night,1
U00587,E0015,2025-10-29,Movie Night,1
U00626,E0015,2025-10-29,Movie Night,1
U00629,E0015,2025-10-29,Movie Night,1
U00643,E0015,2025-10-29,Movie Night,1
U00659,E0015,2025-10-29,Movie Night,1
U00663,E0015,2025-10-29,Movie Night,1
U00664,E0015,2025-10-29,Movie Night,1
U00666,E0015,2025-10-29,Movie Night,1
U00727,E0015,2025-10-29,Movie Night,1
U00735,E0015,2025-10-29,Movie Night,1
U00753,E0015,2025-10-29,Movie Night,1
U00760,E0015,2025-10-29,Movie Night,1
U00763,E0015,2025-10-29,Movie Night,1
U00767,E0015,2025-10-29,Movie Night,1
U00778,E0015,2025-10-29,Movie Night,1
U00780,E0015,2025-10-29,Movie Night,1
U00794,E0015,2025-10-29,Movie Night,1
U00795,E0015,2025-10-29,Movie Night,0
U00802,E0015,2025-10-29,Movie Night,1
U00809,E0015,2025-10-29,Movie Night,1
U00812,E0015,2025-10-29,Movie Night,1
U00852,E0015,2025-10-29,Movie Night,0
U00869,E0015,2025-10-29,Movie Night,1
U00901,E0015,2025-10-29,Movie Night,1
U00904,E0015,2025-10-29,Movie Night,1
U00908,E0015,2025-10-29,Movie Night,1
U00927,E0015,2025-10-29,Movie Night,1
U00933,E0015,2025-10-29,Movie Night,1
U00938,E0015,2025-10-29,Movie Night,1
U00939,E0015,2025-10-29,Movie Night,1
U00964,E0015,2025-10-29,Movie Night,1
U00979,E0015,2025-10-29,Movie Night,1
U00980,E0015,2025-10-29,Movie Night,1
U00985,E0015,2025-10-29,Movie Night,0
U01000,E0015,2025-10-29,Movie Night,1
U01001,E0015,2025-10-29,Movie Night,1
U01010,E0015,2025-10-29,Movie Night,1
U01011,E0015,2025-10-29,Movie Night,1
U01030,E0015,2025-10-29,Movie Night,1
U01031,E0015,2025-10-29,Movie Night,1
U01042,E0015,2025-10-29,Movie Night,1
U01043,E0015,2025-10-29,Movie Night,1
U01046,E0015,2025-10-29,Movie Night,1
U01090,E0015,2025-10-29,Movie Night,1
U01094,E0015,2025-10-29,Movie Night,1
U01127,E0015,2025-10-29,Movie Night,1
U01133,E0015,2025-10-29,Movie Night,0
U01136,E0015,2025-10-29,Movie Night,1
U01141,E0015,2025-10-29,Movie Night,1
U01146,E0015,2025-10-29,Movie Night,1
U01157,E0015,2025-10-29,Movie Night,1
U01164,E0015,2025-10-29,Movie Night,1
U01168,E0015,2025-10-29,Movie Night,1
U01179,E0015,2025-10-29,Movie Night,1
U01190,E0015,2025-10-29,Movie Night,0
U00046,E0016,2025-10-31,New Model Launch,0
U00063,E0016,2025-10-31,New Model Launch,1
U00090,E0016,2025-10-31,New Model Launch,1
U00102,E0016,2025-10-31,New Model Launch,1
U00108,E0016,2025-10-31,New Model Launch,1
U00109,E0016,2025-10-31,New Model Launch,1
U00125,E0016,2025-10-31,New Model Launch,1
U00140,E0016,2025-10-31,New Model Launch,1
U00148,E0016,2025-10-31,New Model Launch,1
U00161,E0016,2025-10-31,New Model Launch,1
U00164,E0016,2025-10-31,New Model Launch,1
U00169,E0016,2025-10-31,New Model Launch,1
U00184,E0016,2025-10-31,New Model Launch,1
U00199,E0016,2025-10-31,New Model Launch,1
U00228,E0016,2025-10-31,New Model Launch,1
U00239,E0016,2025-10-31,New Model Launch,1
U00268,E0016,2025-10-31,New Model Launch,1
U00286,E0016,2025-10-31,New Model Launch,1
U00287,E0016,2025-10-31,New Model Launch,1
U00289,E0016,2025-10-31,New Model Launch,1
U00309,E0016,2025-10-31,New Model Launch,1
U00310,E0016,2025-10-31,New Model Launch,1
U00317,E0016,2025-10-31,New Model Launch,1
U00350,E0016,2025-10-31,New Model Launch,1
U00358,E0016,2025-10-31,New Model Launch,1
U00366,E0016,2025-10-31,New Model Launch,1
U00374,E0016,2025-10-31,New Model Launch,1
U00391,E0016,2025-10-31,New Model Launch,1
U00392,E0016,2025-10-31,New Model Launch,1
U00395,E0016,2025-10-31,New Model Launch,1
U00398,E0016,2025-10-31,New Model Launch,0
U00408,E0016,2025-10-31,New Model Launch,1
U00413,E0016,2025-10-31,New Model Launch,1
U00421,E0016,2025-10-31,New Model Launch,1
U00423,E0016,2025-10-31,New Model Launch,1
U00427,E0016,2025-10-31,New Model Launch,1
U00440,E0016,2025-10-31,New Model Launch,1
U00449,E0016,2025-10-31,New Model Launch,1
U00455,E0016,2025-10-31,New Model Launch,1
U00462,E0016,2025-10-31,New Model Launch,1
U00464,E0016,2025-10-31,New Model Launch,1
U00474,E0016,2025-10-31,New Model Launch,1
U00477,E0016,2025-10-31,New Model Launch,1
U00483,E0016,2025-10-31,New Model Launch,1
U00484,E0016,2025-10-31,New Model Launch,1
U00485,E0016,2025-10-31,New Model Launch,1
U00498,E0016,2025-10-31,New Model Launch,0
U00499,E0016,2025-10-31,New Model Launch,1
U00507,E0016,2025-10-31,New Model Launch,1
U00510,E0016,2025-10-31,New Model Launch,1
U00511,E0016,2025-10-31,New Model Launch,1
U00519,E0016,2025-10-31,New Model Launch,1
U00545,E0016,2025-10-31,New Model Launch,1
U00548,E0016,2025-10-31,New Model Launch,1
U00550,E0016,2025-10-31,New Model Launch,1
U00555,E0016,2025-10-31,New Model Launch,1
U00557,E0016,2025-10-31,New Model Launch,1
U00560,E0016,2025-10-31,New Model Launch,1
U00581,E0016,2025-10-31,New Model Launch,1
U00587,E0016,2025-10-31,New Model Launch,1
U00595,E0016,2025-10-31,New Model Launch,0
U00606,E0016,2025-10-31,New Model Launch,1
U00631,E0016,2025-10-31,New Model Launch,1
U00658,E0016,2025-10-31,New Model Launch,1
U00661,E0016,2025-10-31,New Model Launch,1
U00664,E0016,2025-10-31,New Model Launch,1
U00671,E0016,2025-10-31,New Model Launch,1
U00684,E0016,2025-10-31,New Model Launch,1
U00685,E0016,2025-10-31,New Model Launch,1
U00718,E0016,2025-10-31,New Model Launch,1
U00722,E0016,2025-10-31,New Model Launch,1
U00726,E0016,2025-10-31,New Model Launch,1
U00728,E0016,2025-10-31,New Model Launch,1
U00734,E0016,2025-10-31,New Model Launch,1
U00742,E0016,2025-10-31,New Model Launch,1
U00745,E0016,2025-10-31,New Model Launch,1
U00748,E0016,2025-10-31,New Model Launch,1
U00760,E0016,2025-10-31,New Model Launch,0
U00768,E0016,2025-10-31,New Model Launch,1
U00771,E0016,2025-10-31,New Model Launch,1
U00778,E0016,2025-10-31,New Model Launch,1
U00787,E0016,2025-10-31,New Model Launch,1
U00791,E0016,2025-10-31,New Model Launch,1
U00806,E0016,2025-10-31,New Model Launch,1
U00822,E0016,2025-10-31,New Model Launch,1
U00830,E0016,2025-10-31,New Model Launch,1
U00847,E0016,2025-10-31,New Model Launch,1
U00848,E0016,2025-10-31,New Model Launch,1
U00849,E0016,2025-10-31,New Model Launch,1
U00853,E0016,2025-10-31,New Model Launch,1
U00881,E0016,2025-10-31,New Model Launch,1
U00908,E0016,2025-10-31,New Model Launch,1
U00929,E0016,2025-10-31,New Model Launch,1
U00931,E0016,2025-10-31,New Model Launch,1
U00970,E0016,2025-10-31,New Model Launch,1
U00972,E0016,2025-10-31,New Model Launch,1
U00978,E0016,2025-10-31,New Model Launch,1
U00988,E0016,2025-10-31,New Model Launch,1
U00994,E0016,2025-10-31,New Model Launch,1
U00996,E0016,2025-10-31,New Model Launch,1
U01001,E0016,2025-10-31,New Model Launch,1
U01015,E0016,2025-10-31,New Model Launch,1
U01019,E0016,2025-10-31,New Model Launch,1
U01028,E0016,2025-10-31,New Model Launch,1
U01066,E0016,2025-10-31,New Model Launch,1
U01069,E0016,2025-10-31,New Model Launch,1
U01073,E0016,2025-10-31,New Model Launch,0
U01091,E0016,2025-10-31,New Model Launch,1
